user_id,action,action_type,action_detail,device_type,secs_elapsed
paik5ed4hi,similar_listings,data,similar_listings,"Mac Desktop",146
paik5ed4hi,similar_listings,data,similar_listings,"Mac Desktop",63
paik5ed4hi,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",1416
paik5ed4hi,show,,,"Mac Desktop",112
paik5ed4hi,personalize,data,wishlist_content_update,"Mac Desktop",1324
paik5ed4hi,show,view,p3,"Mac Desktop",29074
paik5ed4hi,lookup,,,"Mac Desktop",1220
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",3939
paik5ed4hi,lookup,,,"Mac Desktop",1255
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",282441
paik5ed4hi,personalize,data,wishlist_content_update,"Mac Desktop",105
paik5ed4hi,lookup,,,"Mac Desktop",1914
paik5ed4hi,index,view,view_search_results,"Mac Desktop",124241
paik5ed4hi,similar_listings,data,similar_listings,"Mac Desktop",169
paik5ed4hi,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",641
paik5ed4hi,show,,,"Mac Desktop",66
paik5ed4hi,personalize,data,wishlist_content_update,"Mac Desktop",1266
paik5ed4hi,show,view,p3,"Mac Desktop",32617
paik5ed4hi,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",5379
paik5ed4hi,lookup,,,"Mac Desktop",1006
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",8131
paik5ed4hi,lookup,,,"Mac Desktop",1683
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",895
paik5ed4hi,lookup,,,"Mac Desktop",1393
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",5180
paik5ed4hi,lookup,,,"Mac Desktop",1180
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",2169
paik5ed4hi,lookup,,,"Mac Desktop",1
paik5ed4hi,personalize,data,wishlist_content_update,"Mac Desktop",2184
paik5ed4hi,index,view,view_search_results,"Mac Desktop",393582
paik5ed4hi,show,,,"Mac Desktop",70
paik5ed4hi,personalize,data,wishlist_content_update,"Mac Desktop",1964
paik5ed4hi,show,view,p3,"Mac Desktop",18393
paik5ed4hi,lookup,,,"Mac Desktop",937
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",56500
paik5ed4hi,lookup,,,"Mac Desktop",1114
paik5ed4hi,search_results,click,view_search_results,"Mac Desktop",3300
paik5ed4hi,personalize,data,wishlist_content_update,"Mac Desktop",7
paik5ed4hi,lookup,,,"Mac Desktop",2132
paik5ed4hi,index,view,view_search_results,"Mac Desktop",149630
paik5ed4hi,hosting_social_proof,,,"Mac Desktop",1934
vmpxmoqzc5,index,,,"Windows Desktop",796
vmpxmoqzc5,populate_help_dropdown,,,"Windows Desktop",201262
vmpxmoqzc5,authenticate,submit,login,"Windows Desktop",NULL
vmpxmoqzc5,glob,,,"Windows Desktop",351
vmpxmoqzc5,header_userpic,data,header_userpic,"Windows Desktop",789
vmpxmoqzc5,tell_a_friend,,,"Windows Desktop",405489
65p0ayjk31,confirm_email,click,confirm_email_link,"Mac Desktop",142798
65p0ayjk31,dashboard,view,dashboard,"Mac Desktop",566
65p0ayjk31,show,,,"Mac Desktop",92
65p0ayjk31,personalize,data,wishlist_content_update,"Mac Desktop",1098
65p0ayjk31,show,view,p3,"Mac Desktop",52811
65p0ayjk31,edit,view,edit_profile,"Mac Desktop",5466
65p0ayjk31,hosting_social_proof,,,"Mac Desktop",59
65p0ayjk31,header_userpic,data,header_userpic,"Mac Desktop",879
65p0ayjk31,create,submit,create_user,"Mac Desktop",NULL
65p0ayjk31,other_hosting_reviews_first,,,"Mac Desktop",33
65p0ayjk31,similar_listings,data,similar_listings,"Mac Desktop",955
po0a3zzndq,show,,,"Windows Desktop",1
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",11625
po0a3zzndq,lookup,,,"Windows Desktop",1042
po0a3zzndq,lookup,,,"Windows Desktop",982
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",37755
po0a3zzndq,lookup,,,"Windows Desktop",1004
po0a3zzndq,show,view,p3,"Windows Desktop",10325
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1487
po0a3zzndq,show,,,"Windows Desktop",45
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",809
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",13
po0a3zzndq,index,view,view_search_results,"Windows Desktop",205869
po0a3zzndq,show,view,p3,"Windows Desktop",8165
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1537
po0a3zzndq,show,,,"Windows Desktop",114
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",832
po0a3zzndq,index,view,view_search_results,"Windows Desktop",323
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1183
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1575
po0a3zzndq,lookup,,,"Windows Desktop",3
po0a3zzndq,show,view,p3,"Windows Desktop",15866
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1136
po0a3zzndq,show,,,"Windows Desktop",175
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",1028
po0a3zzndq,index,view,view_search_results,"Windows Desktop",115510
po0a3zzndq,lookup,,,"Windows Desktop",1477
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",6
po0a3zzndq,show,view,p3,"Windows Desktop",18267
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1054
po0a3zzndq,show,,,"Windows Desktop",151
po0a3zzndq,lookup,,,"Windows Desktop",74
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",6008
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",1256
po0a3zzndq,lookup,,,"Windows Desktop",983
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",11674
po0a3zzndq,lookup,,,"Windows Desktop",799
po0a3zzndq,show,view,p3,"Windows Desktop",15482
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1110
po0a3zzndq,show,,,"Windows Desktop",92
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",541
po0a3zzndq,index,view,view_search_results,"Windows Desktop",8152
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1236
po0a3zzndq,lookup,,,"Windows Desktop",13
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1596
po0a3zzndq,lookup,,,"Windows Desktop",226
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",5755
po0a3zzndq,lookup,,,"Windows Desktop",941
po0a3zzndq,show,view,p3,"Windows Desktop",9037
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1079
po0a3zzndq,show,,,"Windows Desktop",84
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",66
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",667
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",350
po0a3zzndq,index,view,view_search_results,"Windows Desktop",56335
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1399
po0a3zzndq,lookup,,,"Windows Desktop",8
po0a3zzndq,index,view,view_search_results,"Windows Desktop",34765
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1726
po0a3zzndq,lookup,,,"Windows Desktop",25
po0a3zzndq,index,view,view_search_results,"Windows Desktop",3804
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1292
po0a3zzndq,lookup,,,"Windows Desktop",238
po0a3zzndq,index,view,view_search_results,"Windows Desktop",2773
po0a3zzndq,lookup,,,"Windows Desktop",1295
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",11
po0a3zzndq,authenticate,submit,login,"Windows Desktop",NULL
po0a3zzndq,facebook_auto_login,,,"Windows Desktop",3492
po0a3zzndq,header_userpic,data,header_userpic,"Windows Desktop",293
po0a3zzndq,show,view,p3,"Windows Desktop",51658
po0a3zzndq,lookup,,,"Windows Desktop",1225
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",3978
po0a3zzndq,lookup,,,"Windows Desktop",347
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1505
po0a3zzndq,index,view,view_search_results,"Windows Desktop",30179
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",1
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",1241
po0a3zzndq,my,view,user_wishlists,"Windows Desktop",26718
po0a3zzndq,index,view,user_wishlists,"Windows Desktop",669
po0a3zzndq,index,view,view_search_results,"Windows Desktop",2300
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1595
po0a3zzndq,lookup,,,"Windows Desktop",56
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",721
po0a3zzndq,show,,,"Windows Desktop",131
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1234
po0a3zzndq,show,view,p3,"Windows Desktop",24325
po0a3zzndq,lookup,,,"Windows Desktop",1562
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",42248
po0a3zzndq,lookup,,,"Windows Desktop",1271
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1121
po0a3zzndq,lookup,,,"Windows Desktop",31
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",7536
po0a3zzndq,lookup,,,"Windows Desktop",1495
po0a3zzndq,index,view,view_search_results,"Windows Desktop",13075
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1329
po0a3zzndq,lookup,,,"Windows Desktop",3
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",5887
po0a3zzndq,lookup,,,"Windows Desktop",758
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",13655
po0a3zzndq,lookup,,,"Windows Desktop",1021
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",10424
po0a3zzndq,lookup,,,"Windows Desktop",1151
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",29480
po0a3zzndq,lookup,,,"Windows Desktop",1080
po0a3zzndq,show,view,p3,"Windows Desktop",9059
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1194
po0a3zzndq,index,view,view_search_results,"Windows Desktop",1970
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1257
po0a3zzndq,lookup,,,"Windows Desktop",28
po0a3zzndq,index,view,view_search_results,"Windows Desktop",14842
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1548
po0a3zzndq,show,,,"Windows Desktop",261
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1268
po0a3zzndq,index,view,view_search_results,"Windows Desktop",2032
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",704
po0a3zzndq,show,,,"Windows Desktop",22
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1080
po0a3zzndq,show,view,p3,"Windows Desktop",10038
po0a3zzndq,lookup,,,"Windows Desktop",1044
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",10979
po0a3zzndq,lookup,,,"Windows Desktop",157
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1988
po0a3zzndq,index,view,view_search_results,"Windows Desktop",70941
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",31
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",523
po0a3zzndq,show,,,"Windows Desktop",82
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1087
po0a3zzndq,show,view,p3,"Windows Desktop",8313
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",12
po0a3zzndq,other_hosting_reviews_first,,,"Windows Desktop",108
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1813
po0a3zzndq,show,view,p3,"Windows Desktop",20418
po0a3zzndq,lookup,,,"Windows Desktop",25
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1439
po0a3zzndq,index,view,view_search_results,"Windows Desktop",25127
po0a3zzndq,lookup,,,"Windows Desktop",1341
po0a3zzndq,index,view,view_search_results,"Windows Desktop",52956
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",10
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",598
po0a3zzndq,show,,,"Windows Desktop",92
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1038
po0a3zzndq,show,view,p3,"Windows Desktop",6914
po0a3zzndq,lookup,,,"Windows Desktop",1047
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",24709
po0a3zzndq,lookup,,,"Windows Desktop",40
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1619
po0a3zzndq,index,view,view_search_results,"Windows Desktop",2398
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",921
po0a3zzndq,other_hosting_reviews_first,,,"Windows Desktop",34
po0a3zzndq,show,,,"Windows Desktop",49
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1086
po0a3zzndq,show,view,p3,"Windows Desktop",14881
po0a3zzndq,lookup,,,"Windows Desktop",1169
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",12903
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",119
po0a3zzndq,lookup,,,"Windows Desktop",1307
po0a3zzndq,index,view,view_search_results,"Windows Desktop",5560
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",593
po0a3zzndq,show,,,"Windows Desktop",62
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",938
po0a3zzndq,show,view,p3,"Windows Desktop",5383
po0a3zzndq,update,,,"Windows Desktop",12669
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",9535
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",130
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",169844
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",25
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",917
po0a3zzndq,show,,,"Windows Desktop",99
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1193
po0a3zzndq,show,view,p3,"Windows Desktop",14506
po0a3zzndq,lookup,,,"Windows Desktop",16
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1310
po0a3zzndq,index,view,view_search_results,"Windows Desktop",33071
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",49
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",558
po0a3zzndq,show,,,"Windows Desktop",149
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1080
po0a3zzndq,show,view,p3,"Windows Desktop",14496
po0a3zzndq,show,,,"Windows Desktop",46
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",794
po0a3zzndq,index,view,view_search_results,"Windows Desktop",31778
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1242
po0a3zzndq,lookup,,,"Windows Desktop",935
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",17687
po0a3zzndq,lookup,,,"Windows Desktop",1
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",132
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",716
po0a3zzndq,show,,,"Windows Desktop",57
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1845
po0a3zzndq,show,view,p3,"Windows Desktop",13803
po0a3zzndq,lookup,,,"Windows Desktop",25
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1441
po0a3zzndq,index,view,view_search_results,"Windows Desktop",2059
po0a3zzndq,open_graph_setting,,,"Windows Desktop",4671
po0a3zzndq,update,,,"Windows Desktop",12820
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",499
po0a3zzndq,other_hosting_reviews_first,,,"Windows Desktop",59
po0a3zzndq,show,,,"Windows Desktop",11
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1185
po0a3zzndq,show,view,p3,"Windows Desktop",2709
po0a3zzndq,lookup,,,"Windows Desktop",14
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",3014
po0a3zzndq,index,view,view_search_results,"Windows Desktop",4608
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",173
po0a3zzndq,track_page_view,,,"Windows Desktop",20
po0a3zzndq,track_page_view,,,"Windows Desktop",2033
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",5075
po0a3zzndq,lookup,,,"Windows Desktop",42
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1276
po0a3zzndq,index,view,view_search_results,"Windows Desktop",843
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",2577
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",51
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",296744
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",543
po0a3zzndq,show,,,"Windows Desktop",38
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1010
po0a3zzndq,show,view,p3,"Windows Desktop",9512
po0a3zzndq,listings,,,"Windows Desktop",306
po0a3zzndq,track_page_view,,,"Windows Desktop",35
po0a3zzndq,track_page_view,,,"Windows Desktop",3915
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",161
po0a3zzndq,track_page_view,,,"Windows Desktop",23
po0a3zzndq,track_page_view,,,"Windows Desktop",1195
po0a3zzndq,index,view,user_wishlists,"Windows Desktop",1231
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",73
po0a3zzndq,my,view,user_wishlists,"Windows Desktop",25226
po0a3zzndq,lookup,,,"Windows Desktop",753
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",30187
po0a3zzndq,lookup,,,"Windows Desktop",27
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",7509
po0a3zzndq,lookup,,,"Windows Desktop",1012
po0a3zzndq,show,view,p3,"Windows Desktop",7835
po0a3zzndq,show,,,"Windows Desktop",1893
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",158
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",1003
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",44
po0a3zzndq,index,view,view_search_results,"Windows Desktop",17260
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1207
po0a3zzndq,lookup,,,"Windows Desktop",27
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",5260
po0a3zzndq,lookup,,,"Windows Desktop",1596
po0a3zzndq,show,,,"Windows Desktop",73
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",731
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",37
po0a3zzndq,index,view,view_search_results,"Windows Desktop",1980
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1358
po0a3zzndq,lookup,,,"Windows Desktop",62
po0a3zzndq,show,view,p3,"Windows Desktop",12994
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1544
po0a3zzndq,show,,,"Windows Desktop",1
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",597
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",21
po0a3zzndq,index,view,view_search_results,"Windows Desktop",69962
po0a3zzndq,lookup,,,"Windows Desktop",1643
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",200
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",5566
po0a3zzndq,lookup,,,"Windows Desktop",1266
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",54682
po0a3zzndq,lookup,,,"Windows Desktop",1751
po0a3zzndq,show,view,p3,"Windows Desktop",34972
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1122
po0a3zzndq,show,,,"Windows Desktop",78
po0a3zzndq,other_hosting_reviews_first,,,"Windows Desktop",105
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",988
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",0
po0a3zzndq,index,view,view_search_results,"Windows Desktop",65884
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1478
po0a3zzndq,lookup,,,"Windows Desktop",28
po0a3zzndq,show,view,p3,"Windows Desktop",14586
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1668
po0a3zzndq,show,,,"Windows Desktop",58
po0a3zzndq,other_hosting_reviews_first,,,"Windows Desktop",90
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",421
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",25
po0a3zzndq,index,view,view_search_results,"Windows Desktop",2189
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1372
po0a3zzndq,lookup,,,"Windows Desktop",68
po0a3zzndq,show,view,p3,"Windows Desktop",11101
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1810
po0a3zzndq,show,,,"Windows Desktop",36
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",1319
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",55
po0a3zzndq,index,view,view_search_results,"Windows Desktop",5612
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1309
po0a3zzndq,lookup,,,"Windows Desktop",27
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",3941
po0a3zzndq,show,view,p3,"Windows Desktop",10028
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1140
po0a3zzndq,show,,,"Windows Desktop",11
po0a3zzndq,other_hosting_reviews_first,,,"Windows Desktop",124
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",879
po0a3zzndq,index,view,view_search_results,"Windows Desktop",5685
po0a3zzndq,lookup,,,"Windows Desktop",1586
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",162
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",8479
po0a3zzndq,lookup,,,"Windows Desktop",1035
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",7464
po0a3zzndq,lookup,,,"Windows Desktop",1110
po0a3zzndq,index,view,view_search_results,"Windows Desktop",231584
po0a3zzndq,ajax_refresh_subtotal,click,change_trip_characteristics,"Windows Desktop",21
po0a3zzndq,similar_listings,data,similar_listings,"Windows Desktop",624
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1049
po0a3zzndq,show,view,p3,"Windows Desktop",27086
po0a3zzndq,lookup,,,"Windows Desktop",991
po0a3zzndq,search_results,click,view_search_results,"Windows Desktop",25545
po0a3zzndq,lookup,,,"Windows Desktop",52
po0a3zzndq,personalize,data,wishlist_content_update,"Windows Desktop",1280
po0a3zzndq,index,view,view_search_results,"Windows Desktop",3045
mnq1f9ftym,header_userpic,data,header_userpic,"Mac Desktop",556
mnq1f9ftym,create,submit,create_user,"Mac Desktop",NULL
mnq1f9ftym,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",1182
mnq1f9ftym,index,view,view_search_results,"Mac Desktop",47333
mnq1f9ftym,similar_listings,data,similar_listings,"Mac Desktop",128
mnq1f9ftym,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",836
mnq1f9ftym,show,,,"Mac Desktop",114
mnq1f9ftym,personalize,data,wishlist_content_update,"Mac Desktop",2415
mnq1f9ftym,show,view,p3,"Mac Desktop",8917
mnq1f9ftym,lookup,,,"Mac Desktop",878
mnq1f9ftym,search_results,click,view_search_results,"Mac Desktop",14500
mnq1f9ftym,lookup,,,"Mac Desktop",864
mnq1f9ftym,search_results,click,view_search_results,"Mac Desktop",14444
mnq1f9ftym,lookup,,,"Mac Desktop",522
mnq1f9ftym,search_results,click,view_search_results,"Mac Desktop",12785
mnq1f9ftym,lookup,,,"Mac Desktop",586
mnq1f9ftym,search_results,click,view_search_results,"Mac Desktop",686
mnq1f9ftym,search_results,click,view_search_results,"Mac Desktop",5141
mnq1f9ftym,personalize,data,wishlist_content_update,"Mac Desktop",73
mnq1f9ftym,lookup,,,"Mac Desktop",1972
mnq1f9ftym,index,view,view_search_results,"Mac Desktop",75276
mnq1f9ftym,similar_listings,data,similar_listings,"Mac Desktop",200
mnq1f9ftym,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",1100
mnq1f9ftym,similar_listings,data,similar_listings,"Mac Desktop",336
mnq1f9ftym,similar_listings,data,similar_listings,"Mac Desktop",101
mnq1f9ftym,ajax_refresh_subtotal,click,change_trip_characteristics,"Mac Desktop",100564
